TICID,RA,Dec,Tmag,Keywords
229706224,278.0612,71.6209,9.49,G04103
229706335,277.9353,71.3394,9.22,G04103
229706794,278.1101,70.113,10.35,G04103
229707060,278.0367,69.4493,10.25,G04103
229707441,278.1256,68.6146,7.09,G04103
229707506,278.0692,68.4568,11.3,G04103
229710150,278.4073,69.064,7.85,G04103
229711034,278.2189,71.2874,11.22,G04103
229711679,278.5732,70.9251,11.16,G04103
229711818,278.7475,70.554,11.5,G04103
229711942,278.5549,70.2527,8.96,G04103
229715043,279.0525,68.3526,9.4,G04103
229715331,278.8617,69.0471,10.83,G04103
229715468,279.02,69.3876,11.5,G04103
229739694,279.5972,67.1273,7.12,G04103
229740543,279.6861,68.8993,8.45,G04103
229740594,279.6743,69.0294,8.21,G04133;G04103
229741497,279.5356,71.2076,10.83,G04103
229742425,279.7205,70.2315,10.38,G04103
229743205,279.9222,68.488,11.0,G04103
229747270,280.5894,71.653,8.07,G04103
229747353,280.523,71.4337,8.97,G04103
229751584,280.7918,69.3497,7.48,G04103
229751802,280.8019,69.9323,9.02,G04171;G04234;G04103
229752395,280.6719,71.4619,8.72,G04103
229752424,280.8181,71.5264,10.91,G04103
229759354,281.1291,70.2764,10.65,G04103
229760554,281.0463,67.6161,11.17,G04103
229762774,281.4244,68.8236,9.57,G04103
229765652,281.6826,68.145,11.24,G04103
229766208,281.6944,66.9501,12.21,G04103
229770431,282.2023,69.9484,11.56,G04103
229772930,282.4249,66.8541,11.64,G04103
229774897,282.5965,71.1631,11.42,G04103
229775860,282.7316,70.3302,8.48,G04103
229776076,282.7475,69.8828,9.35,G04171;G04103
229776099,282.8055,69.8279,11.7,G04103
229777486,282.8313,66.9033,8.18,G04051;G04103
229779802,283.1115,69.8918,9.97,G04103
229780321,283.2601,71.1204,11.48,G04103
229780357,283.152,71.2374,10.64,G04103
229782013,283.2967,68.7661,9.95,G04103
229782481,283.371,67.8643,11.85,G04103
229784500,283.762,67.833,8.39,G04103
229786634,284.0006,71.358,11.84,G04103
229790429,284.2033,68.2924,7.04,G04191;G04103
229790589,284.3678,68.5679,8.3,G04103
229790769,284.1957,68.9004,10.89,G04103
229799261,285.077,68.9815,11.04,G04103
229799553,285.1151,68.3223,10.94,G04103
229799691,285.0847,68.01,9.18,G04103
229909500,287.2955,59.8801,11.61,G04103
229909568,287.2379,60.0384,10.69,G04103
229909839,287.3469,60.4822,9.53,G04103
229910145,287.4137,60.9495,10.66,G04103
229910234,287.4042,61.0645,9.89,G04103
229911784,287.3748,63.5509,11.37,G04103
229911969,287.1781,63.8772,12.2,G04103
229914575,287.5189,63.0074,10.56,G04103
229914817,287.5864,62.613,8.21,G04133;G04103
229937160,287.8989,62.3489,10.03,G04103
229937671,287.8249,63.2097,7.49,G04103
229941504,287.9967,62.0796,9.12,G04103
229943234,288.2194,60.224,9.99,G04103
229945268,288.3544,63.1649,10.85,G04103
229951312,288.6793,60.6866,9.9,G04103
229956417,289.0544,62.9817,11.13,G04103
229959155,289.2245,60.5916,8.9,G04103
229961049,289.2217,63.2073,6.88,G04103
229965957,289.4937,61.1212,10.58,G04103
229968364,289.6372,61.736,10.45,G04103
229969319,289.7059,62.9444,11.09,G04103
229970951,289.6786,65.4715,11.96,G04103
229974378,290.0556,61.4046,9.27,G04103
229974584,289.9438,61.1408,10.21,G04103
229978829,290.19,64.0767,7.44,G04103
230000636,290.5287,60.3808,10.63,G04103
230000873,290.5564,60.1304,8.98,G04103
230001299,290.6184,60.2019,10.52,G04103
230004813,290.8029,65.0554,12.12,G04103
230007928,291.0102,62.2281,10.5,G04103
230008518,290.9382,61.501,9.75,G04103
230011374,291.1345,61.8335,10.81,G04103
230012528,291.1998,63.2886,10.84,G04103
230015612,291.4939,64.0738,9.1,G04133;G04103
230017325,291.4691,61.7761,10.38,G04242;G04103;G04039
230017954,291.3529,60.9751,9.46,G04103
230018065,291.3226,60.8427,10.78,G04103
230018187,291.3616,60.7178,9.67,G04103
230023852,291.9459,65.2742,9.68,G04103
230028174,292.1217,60.0438,9.88,G04103
230375556,285.0656,63.8164,10.21,G04103
230376817,285.0518,61.4238,7.83,G04103
230377295,285.0554,60.6186,11.37,G04103
230377874,285.414,60.23,9.21,G04103
230378284,285.3116,60.8781,8.17,G04103
230378457,285.3044,61.2065,9.58,G04103
230378747,285.324,61.7393,9.02,G04103
230383836,285.6343,60.1185,9.33,G04103
230384444,285.8046,60.6758,9.85,G04103
230385456,285.7758,62.4178,10.85,G04103
230396142,286.6048,62.0967,9.72,G04103
230396148,286.5349,62.0894,10.79,G04103
232646673,281.7363,59.3314,8.04,G04103
232646723,281.6858,59.3952,10.14,G04103
232674968,282.335,59.2778,10.54,G04103
233045685,268.3524,63.071,7.8,G04103
233046041,268.3015,62.1597,9.15,G04103
233046055,268.2919,62.1201,10.44,G04103
233050077,268.8431,63.5815,11.57,G04103
233050418,268.7684,62.7872,10.31,G04103
233052719,269.083,62.6107,7.13,G04133;G04103
233054478,269.2632,64.598,10.38,G04103
233057579,269.5223,62.468,10.23,G04103
233059604,269.7942,64.144,7.17,G04103
233059608,269.8075,64.1427,6.89,G04103;G04242;G04039
233060538,269.8793,61.9461,9.47,G04103
233063121,269.9841,63.3796,9.62,G04103
233070776,270.8069,63.114,9.19,G04103
233072967,271.0111,61.5678,8.08,G04103
233075235,271.3828,65.0823,6.89,G04103;G04133
233075671,271.3432,64.0833,11.3,G04103
233075775,271.2635,63.8213,11.4,G04103
233076496,271.3389,62.2667,8.14,G04103
233076668,271.1789,61.8963,8.12,G04103
233078821,271.4162,62.5203,10.55,G04103
233079368,271.5344,63.7724,11.83,G04103
233080072,271.4366,65.5501,12.08,G04103
233080734,271.8369,64.6759,10.01,G04103
233081614,271.8867,62.6096,10.17,G04103
233084572,272.0687,63.3237,10.54,G04103
233084587,272.1237,63.3608,8.77,G04103
233086505,272.2946,63.6784,9.15,G04103
233087027,272.2126,62.4669,8.93,G04051;G04103
233087496,272.3038,61.4686,10.82,G04103;G04191
233088714,272.4527,60.8632,11.3,G04103
233088888,272.6245,61.2612,11.6,G04103
233089202,272.4712,61.8812,6.71,G04103
233089770,272.4438,63.1845,11.65,G04103
233090879,272.5175,65.7622,11.48,G04103
233093027,272.8579,61.0628,11.48,G04103
233095090,272.9939,63.0389,9.45,G04103
233095515,272.8735,64.0582,9.3,G04103
233097244,273.2107,63.6001,8.19,G04103
233097368,273.2615,63.3448,8.7,G04103
233097802,273.1613,62.4655,10.32,G04103
233098055,273.1711,61.9429,9.63,G04133;G04103
233120892,273.3603,62.6527,9.87,G04103
233121452,273.567,63.8121,9.28,G04051;G04103
233121512,273.3713,63.9417,11.43,G04103
233121747,273.4794,64.3975,4.56,G04103;G04125
233124051,273.7341,62.3122,11.3,G04103
233126836,273.8643,62.7393,11.02,G04103
233127759,273.8793,64.8365,10.09,G04103
233129142,274.1856,63.9874,9.83,G04123;G04106;G04103
233131663,274.541,60.8312,10.29,G04103
233151333,274.5464,62.4699,9.49,G04103
233154405,274.6914,62.8781,10.66,G04103
233155421,274.8103,60.84,9.78,G04103
233156189,274.9397,60.3986,11.41,G04103
233157471,274.8923,62.7902,8.89,G04103
233157786,274.99,63.4152,11.24,G04103
233159259,275.0808,65.3221,7.5,G04103
233525790,280.0379,63.6608,10.58,G04103
233525801,280.1301,63.6349,9.62,G04103
233526869,279.9503,61.7335,8.33,G04103
233528765,280.357,61.489,11.21,G04103
233529474,280.3053,62.814,9.58,G04103
233529602,280.3731,63.0708,10.98,G04103
233529969,280.335,63.7675,9.53,G04103
233533303,280.4745,61.3596,10.2,G04103
233533479,280.5612,61.0509,10.99,G04103
233533506,280.498,60.983,11.21,G04103
233534117,280.4924,59.9677,10.83,G04103
233535182,280.7856,61.7858,8.72,G04103
233535898,280.6992,63.0844,10.88,G04103
233536069,280.8393,63.4208,8.58,G04103
233536623,280.7868,64.5998,10.65,G04103
233538077,280.9137,63.8288,10.24,G04103
233539924,280.9173,60.4941,10.74,G04103
233540578,281.2721,60.4226,9.43,G04103
233544056,281.5916,64.6023,10.99,G04103
233544192,281.4712,64.3207,11.09,G04103
233544259,281.556,64.1952,8.31,G04103
233545767,281.5473,61.3906,9.75,G04103
233548004,281.7823,62.1764,11.37,G04103
233572782,281.931,60.0983,11.37,G04103
233574185,282.152,62.054,9.81,G04103
233574458,282.2906,62.5588,11.12,G04103
233580868,282.6174,62.2656,11.09,G04103
233602069,282.6554,63.0173,10.95,G04103
233605002,283.0282,63.2087,8.17,G04103
233605273,282.8594,62.6787,11.99,G04103
233605441,282.9321,62.3823,10.47,G04103
233606339,282.8587,60.884,8.53,G04103
233606647,282.9088,60.4339,7.82,G04103
233607163,283.2634,60.2098,10.77,G04103
233607727,283.2911,61.076,10.8,G04103
233611445,283.4052,63.8539,10.99,G04103
233611748,283.3122,63.3324,11.98,G04103
233613489,283.3313,60.4222,10.63,G04103
233613892,283.7212,60.0893,10.01,G04103
233614988,283.5576,61.8951,11.71,G04103
233617847,283.7946,64.5314,9.81,G04039;G04103;G04242;20SECONDTARGET
233618286,283.9035,63.6955,10.68,G04103
233619078,283.9404,62.283,11.32,G04103
233619917,283.8312,60.9234,9.64,G04209;G04103
233624495,284.3477,64.83,7.71,G04103
233624968,284.3074,63.9274,10.49,G04103
233627238,284.4136,59.9897,10.09,G04103
233627309,284.5485,59.9871,10.99,G04103
233628452,284.7034,61.8023,11.3,G04103
233629373,284.6101,63.4337,7.88,G04103
233629643,284.6964,63.9153,9.83,G04103
233632072,284.9386,63.3581,9.21,G04103
233688441,275.3546,61.6046,10.47,G04133;G04103
233688760,275.3521,62.3349,10.4,G04103
233690388,275.7578,65.4588,10.85,G04103
233690618,275.6608,64.8388,8.51,G04103
233691875,275.6982,61.7096,9.85,G04103
233692091,275.7668,61.2499,11.23,G04103
233692094,275.58,61.2479,10.91,G04103
233692576,275.707,60.2947,10.96,G04103
233712604,275.8945,63.1469,10.0,G04103
233713266,275.96,63.9504,10.98,G04103
233713638,275.8653,64.7838,10.84,G04103
233717567,276.1639,62.3661,10.51,G04103
233718445,276.0201,60.4897,10.7,G04103
233718999,276.3317,60.3678,11.0,G04103
233719052,276.4655,60.4792,8.07,G04103
233719053,276.44,60.479,9.46,G04103
233719679,276.2822,61.7096,10.66,G04133;G04103
233720258,276.464,62.918,10.71,G04103
233720276,276.3578,62.9403,8.49,G04171;G04103
233720539,276.3793,63.4881,10.89,G04039;G04103
233721037,276.394,64.6369,8.81,G04023;G04242;G04039;G04103
233721173,276.4097,64.976,9.92,G04234;G04103
233721324,276.4726,65.3255,7.79,G04103
233724023,276.6356,60.6187,9.29,G04103
233725157,276.751,61.3913,9.91,G04103
233725674,276.769,62.3547,9.61,G04103
233725762,276.79,62.5498,11.11,G04103
233728302,277.1464,63.2393,9.83,G04103
233728330,277.1108,63.1672,9.1,G04103
233729687,277.1176,60.4394,7.71,G04133;G04103
233731070,277.4437,62.2587,9.15,G04171;G04103
233732298,277.4081,65.0295,10.23,G04103
233733739,277.5067,63.7041,11.15,G04103
233734780,277.5295,61.5764,10.35,G04103
233735784,277.8143,60.2068,11.51,G04103
233736376,277.8394,61.307,10.2,G04103
233740810,278.0402,61.6812,9.59,G04123;G04106;G04103
233743754,278.2248,63.7092,8.75,G04133;G04051;G04103
233744201,278.4356,64.7133,10.96,G04103
233745092,278.5166,65.1861,11.52,G04103
233746028,278.6522,63.1972,10.41,G04103
233747424,278.5611,60.5968,10.55,G04103
236758858,272.5806,67.7321,10.45,G04103
236764598,273.4525,66.4725,7.73,G04103
236765084,273.6125,67.6353,9.87,G04103
236765333,273.5295,68.186,9.15,G04103
236767786,273.9265,68.9975,9.47,G04103
236768225,273.7497,67.8935,9.5,G04103
236768228,273.916,67.8922,8.91,G04103
236772709,274.5949,68.3778,9.41,G04103
236785287,283.0601,58.9942,9.39,G04103
236815701,283.6447,58.874,9.7,G04103
236815784,283.6264,58.7351,7.3,G04103
236815891,283.7119,58.5731,9.86,G04103
243278290,288.4919,59.6034,9.09,G04103
243278469,288.4499,59.3328,10.84,G04103
243278591,288.3562,59.156,10.59,G04103
243297220,288.6726,59.7677,9.15,G04103
243335062,289.9203,58.8504,10.74,G04103
243335197,289.8946,59.0239,10.32,G04103
243354868,290.3668,59.5057,8.7,G04103
256515149,299.4818,63.4398,9.12,G04103
256927396,301.9319,65.1685,7.75,G04103
258701096,285.9429,68.9178,9.39,G04103
258701287,285.84,69.3292,9.81,G04103
258701634,285.8797,70.0757,11.7,G04103
258772545,285.9798,68.5352,11.65,G04103
258775460,286.5063,68.4742,10.92,G04103
258776281,286.4914,70.2076,11.47,G04103
258799833,286.7426,68.1763,8.87,G04103
258802502,286.9392,68.5321,9.1,G04220;G04103
258802949,286.9085,69.4741,9.56,G04103
258803516,287.0324,70.5565,9.63,G04103
258826863,287.3207,69.7021,9.34,G04103
258827113,287.373,69.2007,11.39,G04103
258869917,288.0214,69.708,8.74,G04103
258874025,288.0773,69.4438,9.44,G04103
258874464,288.1274,70.2958,10.65,G04103
258919620,288.5956,67.906,9.16,G04103
258920812,288.668,66.1682,11.67,G04103
258924336,288.9926,70.3049,10.01,G04103
258957379,289.5356,69.4866,8.77,G04133;G04103
259099556,291.1488,67.528,8.92,G04103
259100413,291.1314,69.0078,10.14,G04103
259100823,291.0964,69.7962,8.86,G04103
259127273,291.3903,67.8235,11.29,G04103
259166465,291.9831,69.054,9.76,G04103
259166647,292.1588,68.7607,10.8,G04103
259166807,292.0638,68.4922,10.3,G04103
259166817,292.0739,68.4727,10.61,G04103
259233147,292.6095,69.0101,10.46,G04103
259266354,293.3276,67.775,9.04,G04103
259273813,293.9845,67.8478,10.66,G04103
264175826,294.7024,68.5392,11.32,G04103
264248339,295.4014,67.8508,9.71,G04103
264303551,296.2123,67.5618,10.06,G04103
275689332,286.9233,63.1305,10.6,G04103
275690175,286.8662,61.6993,10.52,G04103
275691083,286.9153,60.2967,9.05,G04103
275691684,287.1183,60.48,11.3,G04103
275692574,286.9663,61.9024,9.84,G04103
275693395,287.1171,63.2952,11.22,G04103
279983044,297.4857,66.9684,11.95,G04103
279983211,297.3528,67.2026,11.9,G04103
280161736,298.7197,65.9845,11.19,G04103
284357870,287.9436,59.5378,10.86,G04103
341870402,276.7683,71.2446,11.6,G04103
341871185,276.7465,69.351,9.94,G04103
341871709,276.7276,68.1876,10.17,G04103
356868204,275.8296,70.2259,9.82,G04103
359584313,279.7272,59.2954,9.06,G04103
376847347,275.2056,70.0732,7.3,G04103
376847833,275.4095,68.915,9.08,G04103
376867620,276.2208,68.4954,10.25,G04103
376867702,276.3956,68.6765,8.97,G04103
376867898,276.1046,69.0977,8.47,G04103
376977306,284.2317,58.7982,11.56,G04103
376994662,284.4994,58.5923,10.88,G04103
376995032,284.4905,59.1427,10.9,G04103
376996854,284.698,57.7864,8.87,G04209;G04103
377054253,284.8237,59.4793,9.0,G04103
377055159,285.2032,59.0264,11.43,G04103
377098752,285.2016,57.8133,7.65,G04103
377105049,285.3368,58.0452,9.24,G04103
377105443,285.2449,58.6632,10.11,G04103
377190161,285.6751,58.7329,10.11,G04171;G04234;G04103
377254737,286.4057,58.4899,11.73,G04103
377307150,286.925,58.7907,10.31,G04103
377307906,286.9941,59.9364,11.29,G04103
383645613,278.8202,60.5286,9.46,G04103
383645680,278.8608,60.6697,8.79,G04103
383646396,278.8715,62.1274,10.02,G04103
383646884,278.7962,63.1326,11.04,G04103
383646999,278.7369,63.3905,9.18,G04103
383647043,278.693,63.4842,10.62,G04103
383647416,278.8063,64.245,10.86,G04103
383648448,278.974,65.0799,11.87,G04103
383673767,279.0788,62.1529,8.08,G04103
383676421,279.2375,62.6643,11.01,G04103
400405696,294.6656,61.462,11.19,G04103
402656199,294.0367,67.914,10.14,G04103
402659476,294.2088,68.3287,10.78,G04103
406927322,287.4072,58.2758,7.41,G04103
416192955,285.5941,69.4417,8.88,G04103
416193165,285.3659,69.8824,10.93,G04103
416194118,287.2084,59.8959,10.08,G04103
416401558,287.8397,58.3222,7.89,G04103
416401785,287.8908,58.051,10.69,G04103
421307045,288.8325,59.7019,8.65,G04103
424439178,279.4873,62.5664,9.67,G04103
424461577,279.7344,60.3981,10.15,G04171;G04103
229648574,280.499,73.4039,11.12,G04103
235673980,282.6642,74.0715,11.22,G04103
235674200,282.8184,73.575,10.85,G04103
235674577,282.5242,72.8167,9.83,G04103
235676117,282.9453,74.4602,7.86,G04123;G04103
235677345,285.5391,72.1341,9.68,G04103
235679760,287.0373,72.4708,10.46,G04103
235679972,286.9716,72.8742,8.93,G04103
235680293,287.0433,73.6352,8.43,G04103
235682608,287.5236,76.1955,10.73,G04103
235682816,287.4521,75.6462,9.31,G04103
235684230,287.4566,72.2433,7.17,G04103
235685623,288.4163,74.5757,10.7,G04103
235686170,288.3472,73.3077,10.85,G04103
235686815,288.2501,71.9801,10.71,G04103
235687279,289.8159,76.481,7.55,G04103
235982407,300.4419,78.3566,11.1,G04103
235984532,301.3073,78.0455,10.07,G04103
235985151,300.8821,79.2478,10.77,G04103
235987521,301.6798,79.3175,11.31,G04103
235992320,303.1327,79.3187,10.45,G04103
235996401,304.1012,78.2167,9.45,G04103
236001578,305.5015,78.8804,10.68,G04103
236901679,303.9234,65.8536,7.21,G04171;G04103
237200740,292.7481,74.9082,9.28,G04103
237203969,293.3025,75.8094,9.53,G04103
237208500,294.1589,74.0115,11.2,G04103
237209298,294.2257,75.7661,10.56,G04103
237209616,294.2063,76.5701,11.31,G04103
237211410,294.3761,74.7823,9.3,G04242;G04039;G04103
237212593,294.529,72.4186,9.42,G04103
237214269,294.9668,74.6084,9.26,G04103
237214359,295.0457,74.7914,10.05,G04103
237215051,294.8288,76.5024,9.82,G04103
237216389,295.2457,75.9322,10.23,G04103
237217852,295.2083,72.9545,9.13,G04103
237222530,296.2364,74.7859,10.4,G04103
237226308,296.465,76.375,10.83,G04103
237226757,296.4903,77.474,9.71,G04103
237229894,297.2339,72.0551,10.29,G04103
237231199,297.0898,74.3496,8.41,G04103
237232263,297.0954,76.7059,11.38,G04103
237238570,297.8596,77.3303,9.85,G04103
237239341,298.2586,76.5286,9.89,G04103
237252959,298.5714,73.3889,9.32,G04103
237254856,298.6573,73.5829,10.08,G04103
237256099,298.7907,75.8938,9.1,G04103
237257343,299.3075,76.9765,9.25,G04103
237277075,299.1018,74.8219,9.49,G04103
237277760,299.1197,73.6159,8.7,G04220;G04171;G04103
237278851,299.7505,72.0182,10.03,G04103
237280203,299.6838,74.1273,9.39,G04103
237280265,299.4723,74.2443,8.8,G04103
237280575,299.5089,74.8657,8.62,G04103
237283615,300.0592,74.5677,10.23,G04103
237290024,300.8081,74.265,9.68,G04103
237291021,300.7615,72.62,9.21,G04103
237292152,301.1947,72.9977,7.97,G04103;G04191
237293879,301.231,76.3802,9.85,G04103
237294931,301.5729,76.6991,9.11,G04103
237294956,301.6499,76.6508,8.84,G04103
237300455,301.9959,77.8243,6.52,G04103;G04209
237300591,302.5251,77.7356,9.18,G04103
237300768,302.3943,77.2475,9.29,G04103
237302104,302.3133,74.4254,8.5,G04103
237302163,302.2009,74.3111,11.13,G04103
237303531,302.866,71.9869,8.06,G04103
237308006,303.0778,74.6121,10.55,G04103
237308912,303.336,72.8971,6.87,G04103
255863592,306.9126,71.4916,10.2,G04103
255863660,307.0946,71.3961,8.04,G04103
255921197,307.4422,71.4188,9.05,G04171;G04103
255923733,307.9257,68.5492,9.03,G04103
255925417,307.8922,66.6201,10.6,G04103
255993797,308.2566,67.3094,7.8,G04103
255996876,308.0842,71.5616,8.33,G04103
256352004,322.8636,70.6818,10.95,G04103
256427519,324.7941,71.3083,6.68,G04103
256428083,324.7434,70.4626,7.51,G04103
258389625,296.6841,70.6041,10.91,G04103
258463684,304.442,71.1443,8.15,G04103
258626846,306.1013,70.6368,10.57,G04103
258629560,306.3285,69.172,10.67,G04103
258630372,306.3714,68.2876,8.16,G04103
258923487,288.8374,71.5493,10.79,G04103
258958225,289.3432,71.3467,6.42,G04133;G04103
258958363,289.523,71.726,8.53,G04051;G04103
259039588,290.5006,71.5235,10.87,G04103
259238888,292.8966,71.6076,11.08,G04103
259270655,293.553,70.2058,10.01,G04103
259271401,293.6019,71.6049,6.29,G04103
259272162,293.898,70.748,10.96,G04103
264027336,306.1562,78.7022,9.61,G04103
264027534,306.1749,79.0945,7.82,G04103
264101872,315.336,79.5538,8.81,G04103
264104545,315.5448,79.6566,8.78,G04103
264153919,316.248,78.4132,10.17,G04103
264178140,317.696,80.7601,9.51,G04103
264179336,318.2513,77.9948,9.02,G04103
264193815,318.4812,79.5855,11.29,G04103
264221810,295.0164,71.0202,10.36,G04103
264226684,319.5055,79.3959,9.25,G04103
264227036,319.7073,80.0341,9.19,G04103
264227211,319.6362,80.3541,7.3,G04103
264298576,295.9671,71.084,9.79,G04103
264299558,295.834,69.4916,9.63,G04051;G04103
264307320,321.7205,80.3267,9.28,G04103
264331671,322.0471,79.1715,10.49,G04103
264403083,323.233,79.8448,9.2,G04103
264404909,323.8579,77.9155,9.36,G04103
265306591,319.854,75.6207,8.85,G04103
267542072,289.4426,76.6192,7.26,G04103
267544059,289.3602,72.8365,8.62,G04103
269596341,300.7106,68.3275,8.9,G04103
269596634,300.755,67.8365,9.33,G04103
269661413,300.9608,70.7311,11.02,G04103
269662152,301.3778,71.6567,9.71,G04103
269662274,301.2396,71.4189,11.42,G04103
269663477,301.2099,69.141,8.56,G04103
269663596,301.2023,68.9127,11.39,G04103
269666569,301.6148,67.1446,9.33,G04103
269696791,301.4812,68.8739,9.97,G04103
269698108,301.5725,71.4899,10.85,G04103
279376604,324.7726,75.5807,10.06,G04103
280032783,297.4171,71.4441,8.44,G04103
280032850,297.4858,71.5639,10.64,G04103
280033121,297.8116,71.7644,9.39,G04103
280033918,297.6165,70.3049,9.46,G04171;G04103
280034330,297.84,69.5882,9.47,G04103
280071220,297.9834,70.7072,10.44,G04103
280073317,298.4614,69.1305,9.38,G04103
280163863,298.7484,68.9566,9.66,G04103
314641859,307.2603,66.7005,10.39,G04103
314641994,307.1682,66.5524,10.09,G04103
315756787,311.2087,79.4631,9.2,G04103
315809397,314.8946,77.3249,9.47,G04103
315812759,315.0915,72.2504,11.32,G04103
321446431,320.0127,69.4005,8.91,G04103
321446584,320.0317,69.5681,7.4,G04103
321446974,320.028,70.0427,10.24,G04103
321552138,320.5818,70.1482,9.46,G04103
321592930,321.0104,69.6127,10.78,G04103
322322483,326.2226,69.9815,8.02,G04103
322322783,326.1698,70.1516,9.98,G04103
322377993,326.4873,70.8238,10.11,G04103
323054878,319.0547,77.6576,8.34,G04103
323122370,320.8246,76.0876,9.55,G04103
323122487,320.7371,76.3245,10.6,G04103
323122607,320.6702,76.5559,6.24,G04103
323126675,321.2445,72.5158,8.62,G04103
323127935,321.5892,73.0482,8.96,G04103
323143768,321.9169,75.2054,10.34,G04103
326259748,298.7735,69.8948,11.31,G04103
331552032,329.9561,70.866,8.91,G04103
333804746,308.768,72.1962,8.95,G04103
333868645,309.0575,71.9455,10.6,G04103
336007244,282.3573,73.6151,11.71,G04103
336118653,314.1717,75.5983,10.92,G04103
336121107,315.1272,74.6061,9.53,G04103
336167178,318.8948,74.6223,8.16,G04103
336167443,318.9547,75.1301,8.82,G04103
336167601,318.7325,75.4282,10.03,G04103
340925426,312.055,79.7042,10.72,G04103
349918738,304.7302,67.0909,10.65,G04103
349918802,304.9183,67.0054,10.87,G04103
349976732,305.3069,67.7898,8.53,G04103
350070686,316.5862,72.1508,10.75,G04103
352349307,309.6572,72.7143,8.46,G04103
352407062,309.7399,72.0879,9.78,G04103
352407487,310.1784,72.0883,11.92,G04103
352411238,310.0134,74.9584,10.62,G04103
352411869,310.2248,75.5371,9.08,G04103
354050232,326.3153,76.0706,10.76,G04103
354115226,327.2828,74.8394,9.74,G04103
354118165,327.317,72.4008,10.09,G04103
354165040,327.6785,74.1978,8.61,G04103
362226536,286.013,72.5741,10.27,G04103
362257026,286.286,74.9338,10.47,G04103
362259855,286.4479,74.0903,8.77,G04171;G04103
362260993,286.6756,71.9533,10.36,G04103
364075420,306.1597,74.705,9.71,G04103
364076089,306.3716,73.2316,8.97,G04103
364116848,306.8568,72.9299,10.64,G04103
364119498,307.1295,76.8146,8.95,G04103
364119879,307.0567,75.867,11.05,G04103
364121993,307.4634,72.2694,9.71,G04103
364130065,307.4132,73.9095,9.76,G04060;G04103
364176306,312.0252,75.7945,9.9,G04103
364177417,312.7624,77.4412,9.65,G04103
364178653,312.5019,74.9253,10.56,G04103
364181005,312.8164,72.9481,7.87,G04103
364181392,313.1171,73.6313,9.71,G04103
366412503,329.8109,73.1789,4.58,G04103;G04125
366472331,330.6319,72.052,7.97,G04103
366473529,330.451,73.2416,10.33,G04103
366486080,299.2339,68.7802,11.24,G04103
366513725,302.0755,67.2789,8.8,G04103
366516999,304.0314,77.6573,10.22,G04103
366564152,304.841,77.0905,9.8,G04103
366564598,304.819,76.1353,10.04,G04103
366578733,304.6444,73.9444,9.96,G04103
366581547,305.0492,74.5809,8.34,G04103
366642024,305.5789,73.2304,8.26,G04123;G04106;G04103
366642080,305.5955,73.1511,7.9,G04103
367102250,314.3539,77.9962,10.58,G04103
367102686,314.4661,78.9044,9.89,G04103
372747667,311.8628,76.6882,10.26,G04103
372748017,311.6686,75.9884,8.48,G04103
376883120,284.2158,73.4697,9.46,G04103
376883331,284.2458,73.0516,9.16,G04103
376883641,284.1161,72.4919,9.25,G04133;G04103
376884305,284.7216,72.6841,9.38,G04103
387238714,308.7793,68.2712,10.97,G04103
387261278,309.3064,70.1821,10.3,G04103
387262677,313.5974,79.5403,11.58,G04103
387262811,313.5814,79.7884,9.08,G04103
387271509,313.989,80.7391,10.93,G04103
387287430,309.6047,67.2876,9.31,G04103
387288630,309.6676,68.9467,10.41,G04103
387290229,309.6761,71.2329,11.91,G04103
387357244,310.4921,67.0197,10.63,G04103
387409873,310.9028,70.1343,9.61,G04103
387449064,311.4587,68.5531,7.99,G04103
387451435,311.4533,71.7736,8.4,G04103
387510353,312.1724,67.6224,9.68,G04103
387510765,312.1073,68.0336,6.6,G04103
387512056,312.0228,69.4476,10.84,G04103
387528960,312.3896,69.0256,10.42,G04103
387563696,312.6731,69.2472,11.11,G04103
387564014,312.7744,69.6014,8.26,G04103
387600736,312.8056,68.8809,10.69,G04103
387606486,313.2415,68.1999,9.76,G04103
387607916,313.1474,69.7916,10.45,G04103
387629220,313.693,70.0981,11.21,G04103
387630544,313.5314,68.723,10.96,G04103
387678553,313.8722,70.4361,10.73,G04103
387701935,314.5502,70.0587,11.47,G04103
387808020,314.97,69.3284,8.57,G04103
387834364,315.7559,69.4566,11.44,G04103
387878215,315.9171,68.443,9.52,G04103
387897783,316.5961,71.4311,5.51,G04103
387897919,316.448,71.2281,8.45,G04103
387951283,316.8181,68.6152,7.81,G04103
387951603,316.7166,68.8233,9.17,G04103
387952231,316.8801,69.1079,10.66,G04103
387956996,316.9034,71.6819,7.71,G04103
388078603,317.8854,70.8252,7.2,G04220;G04123;G04030;G04103
390950562,318.0726,72.4717,8.05,G04103
390973110,318.5296,74.8033,8.31,G04103
390974997,318.4371,72.0146,8.3,G04103
394121909,288.4675,72.3112,11.52,G04103
394123884,288.7221,76.4332,11.2,G04103
402656160,302.3688,70.6791,9.12,G04103
402659688,302.662,71.5292,10.35,G04103
402898028,303.0843,68.9772,9.39,G04103
402898299,302.8524,70.6325,10.94,G04103
403114253,303.7048,67.767,9.24,G04103
403114356,303.2794,68.15,9.43,G04103
403114489,303.4885,69.5124,10.71,G04103
403118018,303.268,69.2076,9.84,G04103
403329161,304.0234,68.8567,10.89,G04103
403332425,304.0334,68.1185,9.92,G04103
403332889,303.9869,70.653,9.94,G04103
